pathway,reactome_id,n_genes,n_in_network,n_edges,density,mean_loeuf,loeuf_variance,insularity,root_category,super_pathway,log_density,predicted_loeuf,residual,regime
Toll Like Receptor 9 (TLR9) Cascade,R-HSA-168138,110,108,601,0.104015230183454,0.645301886792453,0.186479127044025,0.0421709995439077,Immune System,Immune System,-0.982903065505439,0.695379192387569,-0.0500773055951164,Equilibrium
Toll Like Receptor TLR1:TLR2 Cascade,R-HSA-168179,118,115,633,0.0965675057208238,0.73,0.24622698245614,0.044513202770648,Immune System,Immune System,-1.01516898600875,0.69955029837787,0.0304497016221297,Equilibrium
Toll Like Receptor TLR6:TLR2 Cascade,R-HSA-168188,115,112,632,0.101673101673102,0.716544642857143,0.244862646637709,0.0445086094580795,Immune System,Immune System,-0.992793927510473,0.696657811844721,0.0198868310124219,Equilibrium
Toll-like Receptor Cascades,R-HSA-168898,174,168,1001,0.0713572854291417,0.734626506024096,0.222876453596203,0.0528106782030652,Immune System,Immune System,-1.14656167973015,0.716535800211203,0.0180907058128932,Equilibrium
Trafficking and processing of endosomal TLR,R-HSA-1679131,13,13,15,0.192307692307692,0.698307692307692,0.104351064102564,0.0136054421768707,Immune System,Immune System,-0.716003343634799,0.66087631717624,0.0374313751314523,Equilibrium
Trafficking of AMPA receptors,R-HSA-399719,31,31,66,0.141935483870968,0.339633333333333,0.0316718264367816,0.0239912758996729,Neuronal System,Other,-0.847909017348085,0.677928133371094,-0.338294800037761,Equilibrium
Trafficking of GluR2-containing AMPA receptors,R-HSA-416993,17,17,35,0.257352941176471,0.3210625,0.0340688625,0.0231023102310231,Neuronal System,Other,-0.589470864019942,0.644519108844463,-0.323456608844463,Decoupled
Transcription of E2F targets under negative control by DREAM complex,R-HSA-1362277,19,19,85,0.497076023391813,0.388421052631579,0.0515095906432749,0.0227333511634127,Cell Cycle,Cell Cycle & DNA,-0.303577184677861,0.607560831507521,-0.219139778875942,Equilibrium
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,R-HSA-1362300,16,16,79,0.658333333333333,0.3500625,0.0361471291666667,0.0407636738906089,Cell Cycle,Cell Cycle & DNA,-0.181554154757183,0.591786572378462,-0.241724072378462,Equilibrium
Transcription of the HIV genome,R-HSA-167172,72,67,570,0.257801899592944,0.735776119402985,0.262338206693804,0.0999824592176811,Disease,Other,-0.588713886906223,0.644421252291037,0.091354867111948,Equilibrium
Transcription-Coupled Nucleotide Excision Repair (TC-NER),R-HSA-6781827,76,76,593,0.208070175438596,0.748907894736842,0.251119951403509,0.0436221862586435,DNA Repair,Cell Cycle & DNA,-0.681790166644248,0.656453483881343,0.0924544108554989,Equilibrium
Transcriptional Regulation by E2F6,R-HSA-8953750,34,34,183,0.32620320855615,0.428058823529412,0.0675198146167558,0.0329610951008646,Gene expression (Transcription),Other,-0.486511771525732,0.631209298345967,-0.203150474816555,Equilibrium
Transcriptional Regulation by MECP2,R-HSA-8986944,63,62,169,0.0893707033315706,0.421770491803279,0.108535246448087,0.0185571538377073,Gene expression (Transcription),Other,-1.04880482423137,0.703898497471858,-0.282128005668579,Equilibrium
Transcriptional Regulation by NPAS4,R-HSA-9634815,35,33,59,0.111742424242424,0.354909090909091,0.0852799602272727,0.0102912960055817,Gene expression (Transcription),Other,-0.951781910891668,0.691356073492781,-0.33644698258369,Equilibrium
Transcriptional Regulation by VENTX,R-HSA-8853884,41,40,184,0.235897435897436,0.500589743589744,0.160836616734143,0.0268789715871741,Gene expression (Transcription),Other,-0.627276779680944,0.649406385538343,-0.1488166419486,Equilibrium
Transcriptional activation of mitochondrial biogenesis,R-HSA-2151201,54,52,96,0.0723981900452489,0.51324,0.154233492244898,0.0260834125798125,Organelle biogenesis and maintenance,Other,-1.14027229102919,0.715722753303609,-0.202482753303609,Equilibrium
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,R-HSA-2173793,51,51,227,0.178039215686275,0.435196078431373,0.131086000784314,0.0214231785579464,Signal Transduction,Signal Transduction,-0.749484327576851,0.665204497823296,-0.230008419391923,Equilibrium
Transcriptional and post-translational regulation of MITF-M expression and activity,R-HSA-9856649,62,54,161,0.112508735150245,0.620314814814815,0.275959729210342,0.0170028514098638,Developmental Biology,Other,-0.948813757727927,0.690972372013069,-0.0706575571982537,Equilibrium
Transcriptional regulation by RUNX1,R-HSA-8878171,202,169,1627,0.114609749225134,0.437,0.149904839506173,0.0666721304757612,Gene expression (Transcription),Other,-0.940778437738696,0.689933623673698,-0.252933623673698,Equilibrium
Transcriptional regulation by RUNX2,R-HSA-8878166,106,105,1004,0.183882783882784,0.471057142857143,0.157608515934066,0.0579091564527758,Gene expression (Transcription),Other,-0.735458929895737,0.663391395349494,-0.192334252492351,Equilibrium
Transcriptional regulation by RUNX3,R-HSA-8878159,86,84,899,0.257888697647734,0.38427380952381,0.0957307795467585,0.0537390160798613,Gene expression (Transcription),Other,-0.588567691040746,0.644402353141695,-0.260128543617886,Equilibrium
Transcriptional regulation by small RNAs,R-HSA-5578749,45,17,76,0.558823529411765,0.787470588235294,0.391243389705882,0.026197862805929,Gene expression (Transcription),Other,-0.252725316089426,0.600987067908697,0.186483520326598,Equilibrium
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,R-HSA-8864260,36,35,102,0.171428571428571,0.578914285714286,0.214206668907563,0.0125708651713089,Gene expression (Transcription),Other,-0.765916793966632,0.667328768816489,-0.0884144831022029,Equilibrium
Transcriptional regulation of brown and beige adipocyte differentiation,R-HSA-9843743,31,30,104,0.239080459770115,0.463666666666667,0.247754988505747,0.0222436103090579,Developmental Biology,Other,-0.621455917655857,0.648653906387498,-0.184987239720832,Equilibrium
Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,R-HSA-9844594,31,30,104,0.239080459770115,0.463666666666667,0.247754988505747,0.0222436103090579,Developmental Biology,Other,-0.621455917655857,0.648653906387498,-0.184987239720832,Equilibrium
Transcriptional regulation of granulopoiesis,R-HSA-9616222,58,30,102,0.23448275862069,0.4662,0.114240027586207,0.016504854368932,Developmental Biology,Other,-0.62988908519272,0.649744085594585,-0.183544085594585,Equilibrium
Transcriptional regulation of pluripotent stem cells,R-HSA-452723,31,30,21,0.0482758620689655,0.492133333333333,0.0965774298850575,0.00790067720090294,Developmental Biology,Other,-1.31626996222072,0.73847446560981,-0.246341132276477,Equilibrium
Transcriptional regulation of testis differentiation,R-HSA-9690406,13,13,3,0.0384615384615385,0.544416666666667,0.196333356060606,0.00714285714285714,Developmental Biology,Other,-1.41497334797082,0.751234128968028,-0.206817462301362,Equilibrium
Transcriptional regulation of white adipocyte differentiation,R-HSA-381340,84,84,768,0.220309810671256,0.669607142857143,0.261360651032702,0.0944649446494465,Developmental Biology,Other,-0.656966162742462,0.653244415311073,0.0163627275460695,Equilibrium
Transferrin endocytosis and recycling,R-HSA-917977,31,31,153,0.329032258064516,0.83941935483871,0.14617771827957,0.0836751435602953,Transport of small molecules,Transport & Vesicles,-0.482761522072355,0.630724493086545,0.208694861752165,Equilibrium
Translation initiation complex formation,R-HSA-72649,60,59,913,0.533606078316774,0.520135593220339,0.169066808883694,0.0828080359167385,Metabolism of proteins,Other,-0.272779232006801,0.603579493833857,-0.0834439006135185,Topology-Amplified
Translation of Replicase and Assembly of the Replication Transcription Complex_9679504,R-HSA-9679504,18,13,22,0.282051282051282,0.759923076923077,0.237512576923077,0.0154929577464789,Disease,Other,-0.549671921868274,0.639374188029343,0.120548888893734,Equilibrium
Translation of Replicase and Assembly of the Replication Transcription Complex_9694676,R-HSA-9694676,17,14,22,0.241758241758242,0.788214285714286,0.230447873626374,0.0152671755725191,Disease,Other,-0.616618711498887,0.648028587188079,0.140185698526207,Equilibrium
Translation of Structural Proteins_9683701,R-HSA-9683701,35,29,27,0.0665024630541872,0.659275862068966,0.174711564039409,0.00689479060265577,Disease,Other,-1.17716226941821,0.720491624218813,-0.0612157621498476,Equilibrium
Translation of Structural Proteins_9694635,R-HSA-9694635,67,61,109,0.0595628415300546,0.666426229508197,0.178748915300546,0.0151652173913043,Disease,Other,-1.22502459178981,0.726678920797983,-0.0602526912897865,Equilibrium
Translation of respiratory syncytial virus mRNAs,R-HSA-9828721,12,0,0,0,,,0,Disease,Other,-6,1.34395337688188,,Equilibrium
Translesion Synthesis by POLH,R-HSA-110320,19,18,83,0.542483660130719,0.684055555555556,0.227778996732026,0.0103873349602653,DNA Repair,Cell Cycle & DNA,-0.265613338441525,0.602653138685461,0.0814024168700943,Equilibrium
Translesion synthesis by POLI,R-HSA-5656121,17,17,61,0.448529411764706,0.722117647058824,0.228048985294118,0.0088399391348453,DNA Repair,Cell Cycle & DNA,-0.34820907335945,0.613330520868131,0.108787126190692,Equilibrium
Translesion synthesis by POLK,R-HSA-5655862,17,17,60,0.441176470588235,0.718352941176471,0.226626867647059,0.00868243976557413,DNA Repair,Cell Cycle & DNA,-0.355387657986574,0.614258516625668,0.104094424550803,Equilibrium
Translesion synthesis by REV1,R-HSA-110312,16,16,57,0.475,0.709125,0.240191183333333,0.00828247602441151,DNA Repair,Cell Cycle & DNA,-0.323306390375133,0.610111281232312,0.0990137187676881,Buffered
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,R-HSA-110313,39,37,180,0.27027027027027,0.736918918918919,0.218289187687688,0.0173285198555957,DNA Repair,Cell Cycle & DNA,-0.568201724066995,0.641769587501745,0.0951493314171743,Equilibrium
Translocation of SLC2A4 (GLUT4) to the plasma membrane,R-HSA-1445148,72,71,319,0.128370221327968,0.585785714285714,0.127104083850932,0.0263592794579408,Vesicle-mediated transport,Transport & Vesicles,-0.89153571001217,0.683567878224787,-0.0977821639390724,Equilibrium
Translocation of ZAP-70 to Immunological synapse,R-HSA-202430,26,22,34,0.147186147186147,1.054,0.209294125,0.0412621359223301,Immune System,Immune System,-0.832133062849889,0.675888731510441,0.378111268489559,Equilibrium
Transmission across Chemical Synapses,R-HSA-112315,270,265,983,0.0281017724413951,0.606892720306513,0.18391919613911,0.0550438166699331,Neuronal System,Other,-1.55126628731052,0.768853099288658,-0.161960378982144,Equilibrium
Transport of Mature Transcript to Cytoplasm,R-HSA-72202,83,81,664,0.204938271604938,0.485271604938272,0.102306575308642,0.0621548254235702,Metabolism of RNA,Other,-0.688376930838595,0.657304973352562,-0.17203336841429,Equilibrium
Transport of Mature mRNA Derived from an Intronless Transcript,R-HSA-159231,42,40,274,0.351282051282051,0.456025,0.0642233583333333,0.0535836511195854,Metabolism of RNA,Other,-0.454344039870093,0.627050885503244,-0.171025885503244,Equilibrium
Transport of Mature mRNA derived from an Intron-Containing Transcript,R-HSA-159236,74,72,615,0.240610328638498,0.484972222222222,0.109779379499218,0.0619397723839259,Metabolism of RNA,Other,-0.618685733710946,0.648295796943645,-0.163323574721423,Equilibrium
Transport of Mature mRNAs Derived from Intronless Transcripts,R-HSA-159234,43,41,276,0.336585365853659,0.463146341463415,0.0646970280487805,0.0536391021280731,Metabolism of RNA,Other,-0.472904770318499,0.62945028315718,-0.166303941693765,Equilibrium
Transport of Ribonucleoproteins into the Host Nucleus,R-HSA-168271,37,30,252,0.579310344827586,0.449933333333333,0.0743859954022989,0.0676691729323308,Disease,Other,-0.237088716173093,0.598965680805475,-0.149032347472142,Equilibrium
Transport of connexons to the plasma membrane,R-HSA-190872,21,20,64,0.336842105263158,0.888157894736842,0.274198473684211,0.0224403927068724,Vesicle-mediated transport,Transport & Vesicles,-0.472573626968942,0.629407475328132,0.258750419408711,Equilibrium
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,R-HSA-83936,12,12,4,0.0606060606060606,1.01416666666667,0.163570333333333,0.00514800514800515,Transport of small molecules,Transport & Vesicles,-1.21748394421391,0.725704120148135,0.288462546518532,Equilibrium
Transport of the SLBP Dependant Mature mRNA,R-HSA-159230,36,34,246,0.438502673796791,0.461823529411765,0.069252513368984,0.054370648690463,Metabolism of RNA,Other,-0.358027754152782,0.61459980925771,-0.152776279845946,Equilibrium
Transport of the SLBP independent Mature mRNA,R-HSA-159227,35,33,245,0.464015151515152,0.453151515151515,0.0687798200757576,0.0545353366722315,Metabolism of RNA,Other,-0.33346783816928,0.61142488007292,-0.158273364921405,Equilibrium
"Transport of vitamins, nucleosides, and related molecules",R-HSA-425397,32,32,6,0.0120967741935484,1.01834375,0.145149587701613,0.00337932976626302,Transport of small molecules,Transport & Vesicles,-1.91733042610655,0.816175236650583,0.202168513349417,Equilibrium
Transport to the Golgi and subsequent modification,R-HSA-948021,187,186,807,0.0469049694856146,0.697505434782609,0.201906590134236,0.0522482276391182,Metabolism of proteins,Other,-1.32878114223488,0.740091820921197,-0.0425863861385879,Equilibrium
Triglyceride biosynthesis,R-HSA-75109,14,13,4,0.0512820512820513,1.05684615384615,0.208189807692308,0.0214477211796247,Metabolism,Metabolism,-1.29003461136252,0.73508294826224,0.321763205583914,Equilibrium
Triglyceride catabolism,R-HSA-163560,24,23,15,0.0592885375494071,1.09765217391304,0.299559600790514,0.00784108729743858,Metabolism,Metabolism,-1.22702926212014,0.726938070151016,0.370714103762028,Equilibrium
Triglyceride metabolism,R-HSA-8979227,38,36,20,0.0317460317460317,1.08291666666667,0.260069107142857,0.00952607763753275,Metabolism,Metabolism,-1.4983105537896,0.762007363172521,0.320909303494146,Equilibrium
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",R-HSA-450513,17,17,59,0.433823529411765,0.827411764705883,0.259282507352941,0.0331274564851207,Metabolism of RNA,Other,-0.362686896728073,0.615202109678784,0.212209655027099,Equilibrium
Truncations of AMER1 destabilize the destruction complex,R-HSA-5467348,14,14,44,0.483516483516484,0.351071428571429,0.053993456043956,0.0242491044364839,Disease,Other,-0.315588715834906,0.609113595810548,-0.25804216723912,Equilibrium
Tryptophan catabolism,R-HSA-71240,14,12,1,0.0151515151515152,1.0245,0.105401181818182,0.002460024600246,Metabolism,Metabolism,-1.81954393554187,0.803534102903196,0.220965897096804,Equilibrium
"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",R-HSA-9860927,31,31,79,0.16989247311828,0.473935483870968,0.126493795698925,0.016381544841887,Cellular responses to stimuli,Signal Transduction,-0.769825861599513,0.667834104947169,-0.193898621076202,Equilibrium
Type I hemidesmosome assembly,R-HSA-446107,11,11,10,0.181818181818182,0.631727272727273,0.0590058181818182,0.0123762376237624,Cell-Cell communication,Other,-0.740362689494244,0.664025318098861,-0.0322980453715886,Equilibrium
UCH proteinases,R-HSA-5689603,82,70,877,0.363146997929607,0.458957142857143,0.141228679296066,0.0741774507316248,Metabolism of proteins,Other,-0.43991754172149,0.625185931647657,-0.166228788790514,Equilibrium
Ub-specific processing proteases,R-HSA-5689880,191,154,1672,0.141923436041083,0.454685314685315,0.119392724219443,0.0688065843621399,Metabolism of proteins,Other,-0.847945882887083,0.677932899082661,-0.223247584397346,Equilibrium
Ubiquinol biosynthesis,R-HSA-2142789,13,11,15,0.272727272727273,1.14290909090909,0.107078690909091,0.0449775112443778,Metabolism,Metabolism,-0.564271430438563,0.641261507427119,0.501647583481972,Equilibrium
Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A,R-HSA-69601,51,50,619,0.50530612244898,0.4322,0.111974285714286,0.0636503856041131,Cell Cycle,Cell Cycle & DNA,-0.296445439680433,0.606638890840215,-0.174438890840215,Equilibrium
Ubiquitin-dependent degradation of Cyclin D,R-HSA-75815,39,38,550,0.782361308677098,0.377184210526316,0.0760143165007113,0.0722638286690317,Cell Cycle,Cell Cycle & DNA,-0.10659263552558,0.582096086657562,-0.204911876131246,Decoupled
"Unblocking of NMDA receptors, glutamate binding and activation",R-HSA-438066,21,21,56,0.266666666666667,0.2819,0.0224878842105263,0.0448897795591182,Neuronal System,Other,-0.574031267727719,0.642523188951964,-0.360623188951964,Equilibrium
Unfolded Protein Response (UPR),R-HSA-381119,93,91,225,0.054945054945055,0.755722222222222,0.202431303995006,0.0242810122484217,Cellular responses to stimuli,Signal Transduction,-1.26007138798508,0.73120951838425,0.0245127038379727,Equilibrium
Unwinding of DNA,R-HSA-176974,12,12,47,0.712121212121212,0.938916666666667,0.210226992424242,0.0288078455409133,Cell Cycle,Cell Cycle & DNA,-0.147446077606151,0.587377325634432,0.351539341032234,Equilibrium
